acc
SRR17119596
SRR17119597
SRR17119598
SRR17119599
SRR17119600
SRR17119601
SRR17119602
SRR17119603
SRR17119604
SRR17119605
SRR17119606
SRR17119607
SRR17119608
SRR17119609
SRR17119610
SRR17119611
SRR17119612
SRR17119613
SRR17119614
SRR17119615
SRR17119616
SRR17119617
SRR17119618
SRR17119619
SRR17119620
SRR17119621
SRR17119622
SRR17119623
SRR17119624
SRR17119625
SRR17119626
SRR17119627
SRR17119628
SRR17119629
SRR17119630
SRR17119631
SRR17119632
SRR17119633
SRR17119634
SRR17119635
SRR17119636
SRR17119637
SRR17119638
SRR17119639
SRR17119640
SRR17119641
SRR17119642
SRR17119643
SRR17119644
SRR17119645
SRR17119646
SRR17119647
SRR17119648
SRR17119649
SRR17119650
SRR17119651
SRR17119652
SRR17119653
SRR17119654
SRR17119655
SRR17119656
SRR17119657
SRR17119658
SRR17119659
SRR17119660
SRR17119661
SRR17119662
SRR17119663
SRR17119664
SRR17119665
SRR17119666
SRR17119667
SRR17119668
SRR17119669
SRR17119670
SRR17119671
SRR17119672
SRR17119673
SRR17119674
SRR17119675
SRR17119676
SRR17119677
SRR17119678
SRR17119679
SRR17119680
SRR17119681
SRR17119682
SRR17119683
SRR17119684
SRR17119685
SRR17119686
SRR17119687
SRR17119688
SRR17119689
SRR17119690
SRR17119691
SRR17119692
SRR17119693
SRR17119694
SRR17119695
